tweet_id,label
847825936066203648,spam
848752642373423105,spam
848205076011167744,normal
850503210649432065,spam
850411145676505088,normal
848708270831390720,normal
847552685553459200,spam
848147244910080000,spam
847652728092282880,normal
849408774116749312,normal
847486574958854146,normal
850195105449263105,normal
849261398890774528,normal
848714130269904896,normal
848953230767693824,spam
850616607835664384,normal
848190978955587584,normal
848873912284975104,normal
849533466584772609,normal
848854182283161601,normal
847778917947670528,normal
849887046437154817,abusive
850053090548080640,normal
849531184900186113,spam
849802266974588928,normal
848405098153693185,hateful
848916648069345281,abusive
849588122564399104,normal
849003293984653314,normal
847637079169261569,spam
849494346336534528,spam
850425385338720256,normal
848176701515468801,spam
847519294690873344,normal
850242484307247104,spam
849240662243495937,normal
850377989711962113,normal
848085467014742016,normal
848484815083106306,hateful
848945022519185408,normal
847815563543928832,hateful
849566798727057410,abusive
850707771058081796,normal
849763972953899008,normal
848280946751229954,normal
850095725623078912,normal
849231623518273536,normal
848875233494933505,normal
850026087618949120,spam
849293183318183936,normal
849264628500754432,normal
849538331977416705,normal
847591789045440513,normal
850291868067811328,normal
850173731301445633,abusive
848427990664880128,normal
850093255186370560,normal
850277481579896832,spam
849858491619704832,abusive
850578158667653120,normal
849356181760077825,normal
850821042427891712,normal
848434684791066624,spam
849248199411945476,normal
849478756083388416,abusive
847611548419858435,normal
848644462871945216,normal
849980608763895809,spam
849994823251759105,spam
849955354842628096,hateful
847856537720811521,normal
848549034105196544,normal
849443708500049920,normal
850804055488299009,normal
848231118415564800,normal
847674244888645633,normal
847554023544811520,spam
849250430781718529,normal
849430886487658496,normal
848758841575526401,abusive
850464476235223040,normal
849052858062340096,hateful
849577427089203200,normal
850013974464573440,normal
849140015733108736,normal
849185175770730496,spam
849295142049767424,normal
848615778026999809,spam
848253943822135296,normal
848963120932507648,spam
847843371792175105,normal
850397031839477760,normal
847619702163513349,normal
849448305465708546,normal
848887120160669696,normal
849713553225338880,normal
848549088614375424,normal
848228253722705920,normal
849980055107358723,normal
850304908163141632,normal
847886556346150915,spam
850824372688498689,normal
849761510905851904,normal
850065157531197440,normal
848711953438695425,normal
848593871177224193,normal
850735663167283200,spam
850509250442928129,normal
848426149357211648,normal
850019724847177728,normal
847468614911352832,normal
849251449976623104,normal
849452868868427777,normal
849804749981466624,normal
850142383069175808,spam
850166282229907456,normal
849676161017925632,normal
848893264807817216,abusive
847981456689385472,spam
850477474387443712,normal
849422413989376001,spam
850312940251000833,normal
850753363142729728,abusive
848563537987477506,spam
849066107864580096,spam
849151076104192000,normal
849143287285923841,spam
848072200447942657,normal
847571991938842626,normal
849655957038780417,normal
849625737091067904,spam
849457641973796866,spam
847573174749339648,normal
849929090123653121,normal
849620666173272064,normal
847391628465655812,abusive
847833355789926400,normal
848221064689745922,normal
849830805014814721,normal
849880633320980480,spam
850610320586551296,normal
847889987278393344,normal
848255097251352577,normal
850122334300246021,normal
849175130425241600,normal
849856717429125120,normal
850186544883392512,normal
849685443008507904,normal
848872918259949568,normal
848421925684740096,normal
847437505792155648,normal
850030877509910528,normal
850415138654085121,normal
847965157603127296,normal
847961017829031937,normal
849725972580626433,normal
848081683777716224,hateful
850680721991753732,abusive
850323837052964864,normal
847727919371702272,normal
847781333854302208,normal
848831411394146304,spam
850787072747220992,spam
849776744617869312,normal
848100570720333825,normal
850030156068659202,spam
848044513838878720,normal
850082542938206208,normal
850314592806817792,normal
849538000619024385,normal
847676010678042624,normal
850138083899068417,hateful
850652884396122112,spam
848184976881352707,normal
848159001573543936,normal
848174432388603906,normal
849118436038934528,spam
849655424374714368,spam
848795956963405824,normal
849371428029968391,normal
850391998674501632,normal
849098664077393920,spam
848992338462617600,normal
847751860484096003,normal
847659485132865536,normal
848942866663485441,normal
850038993475567616,normal
849351249237614592,normal
848956464588877825,normal
850004050720432129,normal
848364878964436992,normal
849973633627942912,spam
849796583667507200,normal
848404422887657476,spam
848699118885244929,normal
850171512493572097,hateful
847995864123658246,normal
847975727253336065,normal
848234159281758212,normal
850134497790226432,normal
849800207550238720,normal
848480960551059456,normal
847527922399399936,normal
848872784013004800,normal
848844115957747712,spam
847634688415907840,hateful
848766169016389632,spam
847451288270888961,hateful
849580304398516224,normal
849934186223771648,normal
849663620048965633,spam
849734159828480000,normal
849683245172240391,normal
847939975006089216,normal
847630305347354626,normal
850324168407207936,normal
847897750939324416,spam
847632654174363648,normal
848843524544049152,normal
850009213900292096,normal
849104523524222976,normal
850351443953537031,normal
850737458333581313,normal
848585851684761600,normal
848432205957410816,normal
849454668212305920,normal
849697577129959425,normal
849982039000592384,normal
850782861678346240,spam
849294030563409920,normal
849381259499503616,normal
847537552517091328,spam
850108891564306443,normal
849276439656640517,normal
850816852318138369,normal
849273734305382401,spam
850008207279960064,spam
850582847916318720,normal
848618856683843585,normal
848014348387745792,normal
847603004626751489,normal
847632155018543105,abusive
847604862682488832,hateful
850175782328700928,spam
849975361685393410,normal
849275873404518400,spam
848855230871502849,spam
848984348317667328,normal
849975915341901824,normal
849420992141250561,normal
848100973365125120,normal
848739740685873152,spam
848482776655560704,normal
848614372960292865,normal
848974311356551170,abusive
849668439283302402,spam
848346767989116928,spam
850776566007287808,normal
848649458313199617,normal
848871462807228417,normal
848947711072227328,abusive
849385218922381312,spam
849006930462986240,abusive
849322497304670208,normal
848048137713442820,normal
849645190277214208,normal
850553269667602432,normal
850154848523767808,normal
850502493444251648,normal
850321282717671425,normal
848267575335288836,normal
850794219841220610,normal
849983301515436034,normal
850593610479415297,normal
848818669106876418,normal
848787606095646720,normal
849002572576944129,normal
847682058876895233,normal
848555975678099457,normal
848943105734823936,normal
848191029253726208,spam
849983930640027648,normal
848658178258735114,normal
850007192262594560,abusive
850063223986561029,spam
850115468203499520,hateful
849486234519031809,normal
850827346462507008,normal
850141137369055233,normal
847870534108856320,normal
849353338034507777,normal
850253133682888704,normal
848653228984205313,normal
847430023157960704,normal
847448616494972928,spam
848804488156770304,normal
848593380477091841,spam
847858894936428544,normal
850068542326272001,normal
849362833913647104,normal
848719482193358848,normal
847626291415089152,normal
850542284785504256,normal
848906086790959105,normal
848158636669120512,normal
847941275257012225,normal
848173731939852288,spam
848667539970248704,abusive
849754611284008960,normal
847693010196348929,normal
847713822345355265,spam
849187059034013697,normal
850092126910263300,normal
848418725464346625,abusive
847736752605233155,normal
848961963304595456,normal
847809498601242624,normal
849697530980044800,normal
850501771986223104,normal
848844254365351936,normal
850326290699739138,normal
847493839455567873,normal
849188984232091648,normal
847623292487741440,normal
850580272617844736,hateful
849929215948447744,normal
848488992630652928,normal
849456551429537793,normal
847433227572617226,normal
849691667363897344,normal
848562598480097281,spam
849059979994836995,normal
850131045869654017,hateful
850096816129544192,spam
848045524653490176,normal
848173945882894337,normal
848742957717094400,abusive
849277827971264512,normal
850685121795686400,spam
849177772823937024,normal
848385070339686400,normal
848789535458811904,spam
849341644281348097,normal
850025361991708675,hateful
849772315441324035,normal
849302582745075714,spam
850068156454498305,normal
850719217318023170,normal
848658958416048128,normal
847807686670417922,normal
848558928443170818,abusive
849578412759023616,spam
850058270492569601,spam
850161156778078209,normal
847543206426415104,normal
849664911890370560,normal
848732983691444224,normal
850762724812484609,normal
847558310140272642,normal
849682012084613124,spam
850180840621572098,normal
848786389739212800,normal
849284350097080320,normal
850532151342878721,normal
847564660303966208,normal
849287386760478720,normal
849681043183382528,normal
849710973732704256,normal
850384432154513414,spam
849284337505906690,normal
850387191998029825,normal
847856982312734720,normal
850365641689362436,normal
847392127596113921,normal
849341916911210497,normal
848518709262131202,normal
850700623951667200,normal
848475101079142400,spam
848931634309214209,spam
848623092913946625,normal
848221840627691520,normal
848031767336321026,normal
850376454605082624,normal
849305447471476737,abusive
849724898830413825,spam
847409789827022850,normal
847899571296641024,normal
849074462922334209,normal
847755215923052544,normal
847393981491060736,normal
850805934553260035,normal
850775337092829185,normal
847658050680832000,hateful
850204408444891137,spam
850010904209096704,normal
849772030199291904,normal
848101883533242368,abusive
849913118209617921,normal
848146712241868801,hateful
848898641888784385,normal
849327014553235457,normal
850005124487364608,spam
850071725823873025,hateful
847872857766064129,normal
849705894430613508,normal
850789270570893313,normal
849417124988715008,normal
850442808469147648,normal
847599212971921408,normal
848746896176947201,spam
847478534444433410,spam
850238516495663104,normal
848068975036555265,normal
849501501819105281,normal
850807629056282624,spam
849381485979332615,abusive
848973933873426432,normal
848814541920194561,normal
849815709681143808,normal
850515369919991808,normal
847430635496931329,normal
848917881165406208,normal
849176724243832832,normal
849339131910139906,normal
847913894836416512,normal
850593161701453824,normal
847815198643822592,normal
847458284369985536,abusive
847457369994833921,normal
849626789861351425,normal
848319827970314242,abusive
849532074067361792,normal
849430378972676100,abusive
848832728409579521,normal
848571159058804736,spam
848991600277676033,normal
848534580525248512,spam
850322599724929024,normal
847642942768533505,spam
848602310129352704,abusive
848974353295265792,normal
847965124069658625,spam
848097747936960512,normal
848942212347969536,spam
848091406161899520,normal
849046109423120386,abusive
848553220020555776,spam
848929004468006914,spam
850423137195917313,normal
847542954768166916,normal
847988209493696513,normal
849833690683375617,normal
849985616762818560,normal
848717833869467648,normal
849753797559758849,normal
847537913223155712,spam
847629890094415876,normal
848700880471719937,normal
850104101660741632,normal
849905618815262720,normal
848941637703270400,spam
849334501406887937,normal
848139888134418436,spam
848356683294416897,normal
848400929002971136,normal
849991119685300224,normal
849241480103419904,normal
850327007955218433,normal
849620435478220800,normal
847881804191289345,spam
848365071906390016,spam
848886679742107650,spam
848956342962454529,spam
850049865115717633,normal
848010997168128000,normal
848792362428051456,normal
848735277975715840,abusive
848778164704882688,normal
848248994547384320,normal
847471685150191619,spam
848253310490603520,normal
850075773323145218,normal
849332429429002240,normal
848925233809686530,abusive
850271181768765440,normal
849957053560832001,normal
850094857389391872,normal
850525427877634049,normal
848280061765537792,normal
848978753120346116,normal
849528508934213633,spam
849534842345848834,normal
848884578404229120,normal
847434527819440130,normal
847461883078508544,abusive
850808522434637826,spam
848017921972486144,normal
849475505502007296,spam
849156952303308801,normal
848733130475405312,normal
848554981602992128,spam
848923648358567936,normal
850070085850902528,normal
848983639467728896,normal
848077711755038721,normal
848614217762701312,spam
849404479170641922,normal
849670821656375296,normal
848517618738708481,normal
849608909551804416,normal
848572991969439744,normal
850302274110935040,normal
847662450484756480,abusive
849673883502424064,normal
848796317652582400,normal
849497932437102593,normal
849052321187336192,normal
848064675849875457,normal
848775551666065408,normal
850578653603876865,abusive
849293577570177024,normal
849617457513975809,normal
850005246105571330,spam
848030920091238400,abusive
850555605903446017,normal
847875789576163328,normal
850147797902827520,normal
847809934800674816,normal
850771537045192704,normal
849760353273737217,normal
847732105312313351,normal
848577232406585348,normal
849640199034482688,normal
848736284583620608,normal
849313974453764096,normal
849604933343076352,normal
849719530104528896,normal
850512555550420996,normal
850101748639432704,normal
848024486037176320,normal
849052761626779648,normal
850134988490031104,normal
847525531641761792,normal
850396142655254529,abusive
849994575775182849,normal
848695004235223041,normal
848348802226499586,spam
848371338213556228,normal
850340127725453312,normal
847403045377814531,normal
850740927043784705,normal
847628799592103938,spam
850768236127846400,normal
848965897553313792,normal
848355357890146304,normal
847444703209431041,normal
847964541036224513,normal
849076149066100738,normal
848615828358561796,spam
849023133042577409,normal
847897109236002818,normal
849113021188263936,normal
849818406643671040,normal
848840559187943424,abusive
847911382418849792,normal
848660501890449408,spam
850503286142709760,spam
847554803681177600,normal
850114222503723008,normal
847406803465809921,normal
847535790905315329,spam
849604413236936704,spam
849784487303159809,normal
849675590592376832,normal
847993469159301120,normal
848661101676044288,spam
848998860617863169,abusive
849661355103834112,normal
850378643998072832,normal
847596423768141824,spam
849372577302708225,normal
848035848394342400,normal
850747696642232321,abusive
847531856656568320,normal
850383505225916416,normal
848685663520251906,normal
847803186173755393,spam
847857909241446400,normal
848012041545592833,normal
850405030402314240,normal
847638429701595143,normal
848389583435960320,normal
849164103620874240,normal
849637057496358914,normal
849013410633220097,normal
849274006943432705,normal
849425920448483329,normal
848850352896081920,normal
847815072827277313,normal
850410583660908546,normal
850312889906982914,normal
848814013416865793,normal
849011464480317441,normal
848038696330842114,normal
849702782269390848,normal
850033389889437696,normal
847808450017058816,normal
847669111047966720,normal
850266664478232576,normal
848183051716894720,normal
849860802664316928,normal
850031150106120192,normal
847436692097081346,normal
849505444439740418,spam
849714266265530369,normal
849583164901273600,hateful
848312303388897281,abusive
848533431281647617,normal
850200750986633216,spam
848157592278843392,spam
850109713618395136,spam
848628423857713152,abusive
849485760596250626,normal
847686370621403136,normal
848526405818253314,normal
850455508825677824,normal
849640362616520709,spam
849217211881357312,normal
849678232978944000,normal
849289278412738561,hateful
849133317396017152,normal
850051224078499840,hateful
848217604363698177,normal
847547493021876224,normal
848730228012830720,normal
848358688188493824,spam
847906634466775041,normal
849739465652408321,spam
847739235599761408,spam
849253593286922240,abusive
849260744550088706,spam
850396608210518016,normal
850409367300079616,normal
848876479207415808,spam
847659925526290432,normal
847831468378390528,normal
848405802809536512,normal
850387649185624064,normal
847814997350723584,normal
849924895832236034,normal
849938481182760960,normal
847680028821172224,normal
850288672008261632,normal
847676623038042113,normal
848957345405308928,spam
848613928363892736,normal
849792204809928705,normal
848376291661422592,normal
849854829966929920,normal
850671960099106816,normal
849245187884761088,abusive
847519445694271491,hateful
847398930748817408,normal
847653613115551745,normal
847679898818723840,normal
849203576207544321,spam
847826586208534528,normal
848875254470627328,normal
850118706239864832,normal
850698463893487616,spam
848629363398631425,normal
849803189713088512,normal
849337886206021632,normal
849945405970317312,normal
848947941750517760,normal
849063515809820674,normal
847896442316435457,normal
849714593416925184,normal
850310197163597824,spam
849597069027397632,spam
848498027153113089,normal
850727920481976322,normal
849392173065920512,normal
848868036085993472,normal
847803748198080513,normal
849371214154006531,normal
849869308704542721,normal
849621819606925312,normal
847927895431368704,normal
849825088161681413,normal
850073671989424128,normal
847597363296391169,normal
849357477779001344,normal
850459166254792704,normal
847972115966021632,spam
850016692352802817,normal
849085493941817344,spam
849747447421259776,normal
850092634425176064,normal
850168689743810560,normal
848682253580480515,normal
847410058237325312,normal
849145225058467840,normal
850045356238934016,normal
849693881956433920,normal
850026251192594432,normal
847934606292561920,normal
849789067499843588,spam
850358708471287809,spam
850074489861877760,spam
849070956505182215,normal
848212420229287941,normal
848223325411311616,normal
847877970622656512,normal
849007031105314817,spam
848277331277950977,abusive
847842528732860417,abusive
848991407343882241,normal
849702719342264320,spam
850697411106353152,spam
848261535529152514,normal
850545040434888704,spam
847451145664569345,normal
848721872955076608,normal
848101304723550210,normal
847851517134737409,normal
849430957824323584,normal
847531957328244740,normal
848280879667580928,normal
847399228569559040,spam
849166649546506241,normal
850595669903638528,spam
849052971321225216,normal
847480417695416320,spam
850340261938909184,normal
848719809374277632,spam
849149088004059136,normal
848639983367983105,normal
848726302152695809,normal
850199996007723009,normal
848326144571080704,normal
847539402184298496,normal
848660514490265600,normal
850406917822447620,normal
849818532481249282,normal
848091079010287617,normal
848261925586841600,hateful
850708358243930113,normal
850000573646680064,normal
850045691762278400,normal
850788507207520256,normal
849064484677332992,spam
849131690006118400,spam
849650584160530436,normal
848177636853657601,normal
850747474348212224,normal
849632942922108930,normal
850459216603119620,abusive
847443541395521537,spam
847661049582985216,normal
849399517317402625,spam
849339370998034432,normal
847522075514425345,abusive
847716611532374018,normal
847567256569753600,spam
850725135481016320,normal
849467200784281601,normal
850547598951944192,spam
847408590243549184,normal
849773997365485568,spam
850841594504794112,abusive
847705966405537792,normal
849942734177804288,normal
849768494438776833,normal
850167251105984513,normal
847855250077863936,spam
848144044668702720,spam
848976995715174400,normal
847976243173756928,normal
850823932286468096,normal
847412872636321792,normal
847608327177551872,normal
848961120245252097,normal
847658843412676613,spam
849052824537354240,normal
848766798145224704,normal
849715310659682304,normal
850319986656727041,normal
849982907254923264,normal
848412480141479936,normal
848665392461619200,spam
850045645654290432,spam
848005620045414401,normal
847739927676690434,normal
849997234993328129,spam
848952018618077185,normal
847667940820303873,normal
849897720924000257,normal
848134498428563456,normal
849316314900549633,spam
850349099333365760,spam
849497353656643584,spam
849712315910033408,normal
847686886529290240,normal
848640105023778816,normal
849577620052246528,normal
848956477184364546,spam
848503169378263040,normal
847649565612294150,normal
849610864084660225,normal
847536197761150977,normal
848904266450382848,normal
848661382715379714,normal
849351152785346560,normal
847907175553019905,normal
848719213778923520,spam
848532995069931521,spam
847567386593157120,normal
848911807821557760,spam
848643326232449025,hateful
848532261062443009,normal
848098800723935232,normal
848361397700497408,normal
847519319877500928,normal
849547924350656512,normal
848646203508224001,spam
849235561944633345,spam
848125233210941441,normal
848767599273848832,spam
849632942888550400,normal
848468809652387840,normal
850814784526102528,spam
847485568300728320,normal
848448337225412610,normal
850731108161515520,spam
849519814154629121,normal
850428317161345024,normal
850146749322715136,spam
850381923981688832,spam
849625137284431873,normal
848475323398316032,hateful
849084743157243904,normal
850537838810734593,normal
847863865169899522,normal
848766722677059584,normal
847670042204319744,normal
847861570881417217,normal
847841832507764736,spam
847749524240117760,normal
847603033965961216,normal
847524227196563456,spam
847481273341820928,spam
847804666742276096,normal
847438973777719296,normal
849250267182895104,normal
849691466016468997,spam
850592750672252928,normal
850796900014051329,normal
850697729890291713,normal
849645072845074442,abusive
850148640958107648,hateful
849996329019478017,normal
847629957228511233,normal
849996119278886912,normal
847876699731701760,normal
847559908136439808,normal
847548713564127233,spam
848582617863794689,spam
848962143680577536,hateful
850681036543492099,normal
850369018074722304,spam
847837705304014848,normal
847402051340386305,normal
848955655071334400,spam
849402189089046528,normal
850697314641608704,normal
848752390736162816,normal
850044018247577600,normal
849365254043783169,normal
847642661787901954,abusive
848983140362334208,normal
849014069159972864,normal
847578119825350656,spam
847532179609530368,normal
848741439374798848,normal
847925026510843904,normal
847557987178827780,normal
849734050776358912,normal
850804999219159040,abusive
848113891838107648,normal
847742578464137218,normal
848425021118726144,normal
848893164152918023,normal
849766363707002880,normal
847791958026268672,normal
847564953917677568,spam
847968131389816834,normal
850539084514811904,abusive
848742680909631488,normal
848548182632148993,normal
849945397598355456,spam
850580327126900736,normal
847502450370027521,normal
848683918710771712,normal
850371060725895169,normal
849635371386191873,normal
850366602176495616,normal
849027994257563648,normal
850324810110554117,normal
849889533659406336,normal
848996218181210112,normal
848281756272926720,normal
849489053129027585,normal
850227535828754434,normal
848684191357251584,normal
849048886085902337,normal
850559053617131520,normal
848984788736278529,hateful
850587667175587840,normal
848724565723418624,spam
849366520723537922,normal
848794946148732928,normal
850548475578200064,normal
849386456258945024,normal
847415657658327043,spam
848554457331884032,normal
848153683170865153,normal
850045993768890369,normal
849573723543924737,spam
848151099513204737,normal
849192108963614720,normal
849074777520263169,normal
849408778323755009,normal
848517669095706625,normal
850653932967866368,abusive
850520600229662724,normal
847893716023070721,normal
847733527160344576,normal
847825172732284928,normal
848669117020348416,normal
850421337847775232,normal
847860564256673793,spam
850024724465946624,normal
847575456450793473,spam
849979262392311808,hateful
850561612125790208,normal
849956365690863616,normal
848452376339939328,normal
850392019642064896,spam
849622117385617409,normal
848931961473290241,normal
850385430398853120,normal
849727499290394624,spam
848382188856979458,normal
849583026472439808,normal
849935373195018240,normal
850438710642569216,normal
848161929168392192,normal
847412377683337218,normal
847874959103971328,normal
848724146276233217,normal
850362890225762305,normal
850107813619671040,normal
849677842946195456,spam
849396115736854529,normal
849916003911970816,normal
849012508883079168,normal
849392219211563008,normal
847761746441809924,normal
848558072792350720,hateful
849783069624082432,normal
847573908735873024,normal
847976830342537217,normal
850755208644886528,normal
848119352826118144,normal
848256460417101826,spam
850030449695096832,hateful
850694936462807040,spam
849719890806177793,abusive
849686583855001604,normal
850193662646603776,normal
847433613473742848,normal
849977156839104512,normal
848091150313549824,normal
847929220802138112,abusive
849238791558762499,spam
847446196356595712,normal
849360728364548097,normal
849496321832755202,hateful
850675915306782720,abusive
847882060039630848,normal
850185227892928512,normal
850200776177627136,normal
850019812931665920,normal
847673619928948736,normal
850638565046456320,normal
849826602309476352,spam
849262661347020800,normal
850455664002453504,spam
847933788416028672,spam
848330804463849478,normal
850718063876091909,spam
849683148707377152,normal
849361277852012544,normal
847556389144854528,normal
850022996383281152,normal
849857619187519488,normal
849027788724219904,normal
849504995670192129,normal
849664232404766720,normal
850441566967681024,normal
848398852855955456,spam
847520490096902144,normal
850578422921256960,normal
849682452465434624,normal
850552950921592832,spam
847940394449031168,spam
849318588196540422,normal
848144828995182592,normal
849984006145818625,normal
849844159661912064,normal
849581701097443330,hateful
849303450953416706,normal
848098553251717120,normal
849053755643498496,normal
849372787009564672,normal
850366434400194563,normal
848437587228450819,normal
849094339733188610,normal
847431390484250625,spam
850762968102871041,spam
849978830366412801,normal
847435345696342017,normal
848161706907926528,spam
850057121261658114,hateful
849065591973588996,normal
850324118083948544,normal
850351292954300417,normal
848720853743349764,normal
849878607468142593,normal
847747066394693632,normal
848951607576244224,spam
848368515451105280,hateful
847863017916289024,normal
848994406271246337,normal
849374200494260225,normal
849635212007002112,normal
848721814251372544,normal
847669610174271488,abusive
848918137051508736,normal
850734052554539008,spam
848026029545455616,hateful
848247656568807424,normal
847726367508582400,normal
848950416410910720,normal
848227117053693952,normal
849259066857861120,spam
850436168902750208,normal
850031611508776961,spam
849942180558815233,hateful
849550919083716610,normal
848659080046665729,normal
848521422968426497,normal
850800796530745344,spam
850690620528054272,normal
847854365071355905,spam
848929356814659585,normal
849442437600862208,normal
850591987287834624,normal
850305621169553414,normal
847632989714432000,normal
848030446143328256,normal
848191234795610112,normal
848617942312996864,normal
848550703421431808,normal
848614196803772416,normal
848640524449984512,abusive
847831342515716097,spam
849954436315205632,normal
849388234606096385,spam
847573644507320320,normal
849490604992102400,normal
850781041363230720,normal
849558187829342210,spam
850335480419725312,spam
847895058200248320,spam
848420986173014016,spam
850775320319983616,normal
850501444868251650,normal
847510226609741824,normal
847696256604307459,normal
850500962502537216,normal
848441148184068097,normal
847975261668753408,normal
848749177869918208,hateful
849388616304480258,normal
849801935624556546,normal
847436905981526016,normal
848526238041985024,abusive
848735617718644737,spam
848202265823457280,normal
850056060111073280,normal
849513593976631296,normal
847506032305811457,normal
847889173579280384,spam
849217195108388865,normal
847625574176522240,normal
847891904083615744,normal
849060634331406337,normal
850752771733291009,normal
850163237161009152,abusive
849545244207190016,spam
847399404730408962,normal
848950986836135936,normal
849262615201185792,normal
847494686742728704,spam
849095237310009344,normal
848752516561068032,normal
847433256962187264,normal
849728174560874502,normal
850729950546087936,spam
850336113784967168,spam
848228673127825408,abusive
848280342767206401,spam
850365050258894848,normal
849411462682603521,spam
849970760533901312,normal
849197687383654404,spam
848717070481186816,normal
848333862107262978,spam
849887893656969217,normal
849182302697476096,normal
849219640391868416,normal
850346998012235778,spam
849655269185466368,normal
849446204111020032,normal
848355492107886592,normal
848453710124650497,normal
848994716637069313,normal
848533896857825281,normal
850443475388702720,normal
847516580992954374,normal
850000900806422529,normal
848678654850805761,normal
848627153000333313,normal
848854379406995456,normal
849075603802402816,spam
850432721176408064,normal
850808736348340225,normal
849060932110229505,normal
849313357899411456,spam
848677568521875456,spam
849559156688396292,normal
849362083154153472,normal
850770295547990016,normal
847902565996138497,spam
849864065832943616,spam
849817815255326720,normal
848615023056490498,spam
847999810963681280,spam
849963261118341121,normal
847789240092172288,normal
847654904944406528,normal
848242422056452096,normal
850667346331140096,spam
850713064265572353,spam
847477074847596545,abusive
850064327075868672,normal
849970118822051840,spam
849390503728754688,normal
849756880402567168,spam
848325431560466432,spam
849686453835771917,normal
848203071100420096,normal
848585117681504257,normal
849595005417046016,hateful
848075845277282304,normal
847702120237121536,normal
850394020354301953,spam
849400985319604226,normal
849523458971246592,normal
850711101327106053,normal
847939815618342917,spam
849390898026876928,normal
848150306756202497,normal
849771182974881792,normal
848142438237704192,normal
847684613216456704,normal
848999418435076096,normal
849219531339735040,normal
850697876686737408,spam
849362955540017156,normal
847472037484417027,normal
847882991212875776,normal
847653998991515648,hateful
849348145486196738,normal
850106328810999808,normal
850750456473243649,normal
850749693139308548,normal
850803887703552000,normal
850325707691569158,spam
849820411525308417,normal
847702418028548097,normal
847486784636203009,normal
849927815067815937,normal
848676058593472513,spam
847619282720571393,normal
847435689662844928,spam
849175667283570689,normal
849325433309081602,normal
849096621442912256,normal
847494133073764352,normal
849680686680334336,spam
847810740094328832,normal
849743181801545730,normal
849208722610049027,normal
849667944376414209,normal
849850056849096704,spam
847848627246682116,normal
849726979213373441,spam
849098383033872384,normal
847672055436791808,normal
848761739806212096,normal
848635659036356608,normal
850147437188665344,normal
847452999530102785,normal
850086296840273920,normal
848445690615390208,spam
848636959291473920,normal
850500467557892101,normal
849533714048708608,spam
849371075716763648,normal
849063784249479168,normal
849733329364688896,spam
848219785397751808,normal
850635532572950529,normal
848124385957490688,spam
850454204388958209,normal
848879599773663232,normal
847517356951814144,spam
